COUNTRY;ISO;REGION;CATEGORY;MEASURE;DATE IMPLEMENTED;SOURCE;LINK
Benin;BEN;Africa;Public health measures;Requirement to wear protective gear in public;28/04/2020;Government — Benin;https://www.gouv.bj/coronavirus/flashinfos/
Bhutan;BTN;Asia;Movement restrictions;Surveillance and monitoring;28/04/2020;Ministry of Health, Royal Government of Bhutan;http://www.moh.gov.bt/druk-trace-app/
Botswana;BWA;Africa;Public health measures;Other public health measures enforced;28/04/2020;Botswana Government ;https://twitter.com/_WUC/status/1255059000699346945/photo/2
Botswana;BWA;Africa;Public health measures;Other public health measures enforced;28/04/2020;Botswana Government ;https://twitter.com/BWGovernment/status/1255130899299143680
Brunei Darussalam;BRN;Asia;Movement restrictions;Surveillance and monitoring;28/04/2020;RTB News (Government-run news source);http://www.rtbnews.rtb.gov.bn/Lists/News%202018/NewDispForm.aspx?ID=20532
Brunei Darussalam;BRN;Asia;Social distancing;Limit public gatherings;28/04/2020;RTB News (Government-run news source);http://www.rtbnews.rtb.gov.bn/Lists/News%202018/NewDispForm.aspx?ID=20534
Brunei Darussalam;BRN;Asia;Social distancing;Limit public gatherings;28/04/2020;RTB News (Government-run news source);http://www.rtbnews.rtb.gov.bn/Lists/News%202018/NewDispForm.aspx?ID=20536
China;CHN;Asia;Movement restrictions;Surveillance and monitoring;28/04/2020;NHC of the PRC;http://en.nhc.gov.cn/2020-04/28/c_79724.htm
China;CHN;Asia;Public health measures;Psychological assistance and medical social work;28/04/2020;NHC of the PRC;http://en.nhc.gov.cn/2020-04/28/c_79724.htm
China, Hong Kong Special Administrative Region;HKG;Asia;Social distancing;Public services closure ;28/04/2020;News.gov;https://www.news.gov.hk/eng/2020/04/20200428/20200428_155347_609.html?type=category&name=covid19&tl=t
China, Hong Kong Special Administrative Region;HKG;Asia;Governance and socio-economic measures;Economic measures;28/04/2020;News.gov;https://www.news.gov.hk/eng/2020/04/20200428/20200428_180607_837.html?type=category&name=covid19&tl=t
China, Hong Kong Special Administrative Region;HKG;Asia;Public health measures;Isolation and quarantine policies;28/04/2020;News.gov;https://www.news.gov.hk/eng/2020/04/20200428/20200428_161614_087.html?type=category&name=covid19&tl=t
Djibouti;DJI;Africa;Movement restrictions;Surveillance and monitoring;28/04/2020;Ministere de la Santé Djibouti;https://www.facebook.com/minister.sante.dj/posts/3039169359455311
Dominican Republic;DOM;Americas;Movement restrictions;Domestic travel restrictions;28/04/2020;Foreign Ministry;https://www.gov.uk/foreign-travel-advice/dominican-republic/coronavirus
Dominican Republic;DOM;Americas;Governance and socio-economic measures;Economic measures;28/04/2020;President — Dominican Republic;https://minpre.gob.do/comunicacion/notas-de-prensa/gobierno-establece-medidas-adicionales-en-apoyo-productores-de-vegetales-aplicacion-p-n-permite-denunciar-violacion-disposiciones-covid-19/
Dominican Republic;DOM;Americas;Public health measures;General recommendations;28/04/2020;President — Dominican Republic;https://minpre.gob.do/comunicacion/notas-de-prensa/gobierno-establece-medidas-adicionales-en-apoyo-productores-de-vegetales-aplicacion-p-n-permite-denunciar-violacion-disposiciones-covid-19/
Fiji;FJI;Pacific;Social distancing;Schools closure ;28/04/2020;Fiji Times;https://www.fijitimes.com/unifiji-to-reopen-campus-tomorrow/
Gabon;GAB;Africa;Lockdown;Partial lockdown;28/04/2020;Center for Strategic & International Studies;https://www.csis.org/programs/africa-program/covid-19-coverage/daily-africa-updates
Gabon;GAB;Africa;Movement restrictions;Curfews;28/04/2020;Government — Gabon;https://www.facebook.com/Covid19GOUVGA/photos/a.111308650479592/134584734818650/?type=3&theater
Greece;GRC;Europe;Lockdown;Lockdown of refugee/idp camps or other minorities;28/04/2020;International SOS;https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS
Greece;GRC;Europe;Lockdown;Lockdown of refugee/idp camps or other minorities;28/04/2020;International SOS;https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening#MYS
Guyana;GUY;Americas;Public health measures;Awareness campaigns;28/04/2020;Department of Public Information;https://dpi.gov.gy/message-from-the-minister-of-social-protection-in-observance-of-world-day-for-occupational-safety-and-health-at-work-2020/
India;IND;Asia;Public health measures;Isolation and quarantine policies;28/04/2020;Press Information Bureau, Government of India ;https://pib.gov.in/PressReleseDetail.aspx?PRID=1607242
India;IND;Asia;Governance and socio-economic measures;Economic measures;28/04/2020;Press Information Bureau, Government of India ;https://pib.gov.in/PressReleseDetail.aspx?PRID=1607242
India;IND;Asia;Governance and socio-economic measures;Economic measures;28/04/2020;Press Information Bureau, Government of India ;https://pib.gov.in/PressReleseDetail.aspx?PRID=1607242
Indonesia;IDN;Asia;Public health measures;Strengthening the public health system;28/04/2020;Ministry of Communication and Information Technology Republic of Indonesia;https://www.facebook.com/Kemkominfo/posts/2872611089460021:0?__cft__[0]=AZWqXSpavkbvQ73_IhDOVuUUqaAVzXk5JtDzDP8Z5wRtRAd7dPt8BFWP4MRlVOBfFQAhILn3NwCK6BTOFfdjmrjYbt3KYvmt08--hzvEfWR6HHbjdRqgCn07t94erd6Rg_frVTzIastUfwXHYqCm9fWCY5GywhobAm-RQpkJ4QHhKA&__tn__=%2CO%2CP-R
Iraq;IRQ;Middle East;Public health measures;Requirement to wear protective gear in public;28/04/2020;Government of Iraq;https://gds.gov.iq/covid-19-iraqi-government-amends-curfew-hours-imposes-fines-for-breaches-of-restrictions/
Iraq;IRQ;Middle East;Movement restrictions;Domestic travel restrictions;28/04/2020;Government of Iraq;https://gds.gov.iq/covid-19-iraqi-government-amends-curfew-hours-imposes-fines-for-breaches-of-restrictions/
Iraq;IRQ;Middle East;Social distancing;Limit public gatherings;28/04/2020;Government of Iraq;https://gds.gov.iq/covid-19-iraqi-government-amends-curfew-hours-imposes-fines-for-breaches-of-restrictions/
Israel;ISR;Middle East;Lockdown;Partial lockdown;28/04/2020;Gov. Info Services;https://www.gov.il/en/departments/news/22042020_01
Kyrgyzstan;KGZ;Asia;Lockdown;Partial lockdown;28/04/2020;Xinhua News;http://www.xinhuanet.com/english/2020-04/28/c_139015630.htm
Kyrgyzstan;KGZ;Asia;Public health measures;Strengthening the public health system;28/04/2020;MoH;http://www.med.kg/en/news/1250-42-mobile-teams-are-created-in-osh-region-to-monitor-individuals-in-quarantine.html
Morocco;MAR;Africa;Governance and socio-economic measures;Economic measures;28/04/2020;Département de la Communication Morocco;http://www.maroc.ma/en/news/covid-19-fisheries-activity-continuing-offer-be-reinforced-ministry
Nepal;NPL;Asia;Governance and socio-economic measures;Economic measures;28/04/2020;Telangana Today;https://telanganatoday.com/european-union-offers-nepalese-rupees-9-8-billion-aid-package-to-nepal
New Zealand;NZL;Pacific;Lockdown;Partial lockdown;28/04/2020;NZ Govt;https://covid19.govt.nz/latest-updates/new-zealand-be-at-alert-level-3-from-tuesday-28-april/
New Zealand;NZL;Pacific;Public health measures;Amendments to funeral and burial regulations;28/04/2020;NZ Govt;https://covid19.govt.nz/latest-updates/ramadan-during-alert-levels-3-and-4/
New Zealand;NZL;Pacific;Lockdown;Partial lockdown;28/04/2020;NZ Govt;https://covid19.govt.nz/latest-updates/new-alert-level-3-guidance-for-seniors-and-others-at-risk/
New Zealand;NZL;Pacific;Public health measures;Awareness campaigns;28/04/2020;NZ Govt;https://covid19.govt.nz/latest-updates/new-helpline-for-businesses/
New Zealand;NZL;Pacific;Public health measures;Awareness campaigns;28/04/2020;NZ Govt;https://covid19.govt.nz/latest-updates/new-tool-launched-to-connect-employers-and-job-seekers/
New Zealand;NZL;Pacific;Social distancing;Limit public gatherings;28/04/2020;NZ Govt;https://covid19.govt.nz/alert-system/alert-level-3/#we-are-at-alert-level-3
New Zealand;NZL;Pacific;Movement restrictions;Domestic travel restrictions;28/04/2020;NZ Govt;https://covid19.govt.nz/alert-system/alert-level-3/#we-are-at-alert-level-3
New Zealand;NZL;Pacific;Movement restrictions;Domestic travel restrictions;28/04/2020;NZ Govt;https://covid19.govt.nz/individuals-and-households/travelling-and-moving-around/public-private-and-active-transport/
New Zealand;NZL;Pacific;Public health measures;Awareness campaigns;28/04/2020;NZ Govt;https://covid19.govt.nz/individuals-and-households/health-and-wellbeing/exercising-safely/
New Zealand;NZL;Pacific;Movement restrictions;Domestic travel restrictions;28/04/2020;NZ Govt;https://covid19.govt.nz/individuals-and-households/travelling-and-moving-around/public-private-and-active-transport/
New Zealand;NZL;Pacific;Movement restrictions;Domestic travel restrictions;28/04/2020;NZ Govt;https://covid19.govt.nz/individuals-and-households/travelling-and-moving-around/public-private-and-active-transport/
New Zealand;NZL;Pacific;Social distancing;Schools closure ;28/04/2020;NZ Govt;https://covid19.govt.nz/alert-system/alert-level-3/#we-are-at-alert-level-3
New Zealand;NZL;Pacific;Social distancing;Schools closure ;28/04/2020;NZ Govt;https://covid19.govt.nz/individuals-and-households/parents-caregivers-whanau-and-teachers/education/
New Zealand;NZL;Pacific;Social distancing;Public services closure ;28/04/2020;NZ Govt;https://covid19.govt.nz/businesses-and-employees/businesses-and-services/doing-business-at-alert-level-3/
New Zealand;NZL;Pacific;Public health measures;Other public health measures enforced;28/04/2020;NZ Govt;https://covid19.govt.nz/alert-system/alert-level-3/#we-are-at-alert-level-3
New Zealand;NZL;Pacific;Social distancing;Limit public gatherings;28/04/2020;NZ Govt;https://covid19.govt.nz/alert-system/alert-level-3/#we-are-at-alert-level-3
New Zealand;NZL;Pacific;Public health measures;General recommendations;28/04/2020;NZ Govt;https://covid19.govt.nz/individuals-and-households/health-and-wellbeing/at-risk-people/
New Zealand;NZL;Pacific;Movement restrictions;Visa restrictions;28/04/2020;RNZ;https://www.rnz.co.nz/news/national/414537/work-visa-rules-relaxed-during-lockdown
Nigeria;NGA;Africa;Lockdown;Partial lockdown;28/04/2020;BBC;https://www.bbc.com/news/world/africa/live/page/2
Palau;PLW;Pacific;Public health measures;Strengthening the public health system;28/04/2020;The Guardian;https://www.theguardian.com/world/2020/apr/29/coronavirus-in-the-pacific-weekly-briefing
Philippines;PHL;Asia;Public health measures;Strengthening the public health system;28/04/2020;PNA;https://www.pna.gov.ph/articles/1101250
Philippines;PHL;Asia;Lockdown;Full lockdown;28/04/2020;PNA;https://www.pna.gov.ph/articles/1101244
Sri Lanka;LKA;Asia;Governance and socio-economic measures;Economic measures;28/04/2020;news.lk;https://news.lk/news/political-current-affairs/item/30050-the-central-bank-of-sri-lanka-imposes-maximum-interest-rates-on-pawning-advances
Sri Lanka;LKA;Asia;Public health measures;Strengthening the public health system;28/04/2020;news.lk;https://news.lk/news/political-current-affairs/item/30048-special-task-force-established-to-ensure-safety-of-military-camps
Sri Lanka;LKA;Asia;Movement restrictions;Surveillance and monitoring;28/04/2020;Colombo Page;http://www.colombopage.com/archive_20A/Apr28_1588085743CH.php
Sri Lanka;LKA;Asia;Public health measures;Awareness campaigns;28/04/2020;Colombo Page;http://www.colombopage.com/archive_20A/Apr28_1588047523CH.php
Vanuatu;VUT;Pacific;Governance and socio-economic measures;Economic measures;28/04/2020;Daily Post;https://dailypost.vu/news/vt1-2-billion-emergency-world-bank-funding-for-vanuatu/article_c6b990e2-88ce-11ea-93a9-27dd9245f245.html
Bangladesh;BGD;Asia;Lockdown;Partial lockdown;29/04/2020;US Embassy;https://bd.usembassy.gov/travel-health-alert-u-s-embassy-dhaka-bangladesh/
Bangladesh;BGD;Asia;Movement restrictions;Curfews;29/04/2020;US Embassy;https://bd.usembassy.gov/travel-health-alert-u-s-embassy-dhaka-bangladesh/
Bhutan;BTN;Asia;Public health measures;General recommendations;29/04/2020;Ministry of Health, Royal Government of Bhutan;http://www.moh.gov.bt/notification-routine-immunization/
China;CHN;Asia;Governance and socio-economic measures;Economic measures;29/04/2020;NHC of the PRC;http://en.nhc.gov.cn/2020-04/29/c_79763.htm
China;CHN;Asia;Public health measures;Isolation and quarantine policies;29/04/2020;NHC of the PRC;http://en.nhc.gov.cn/2020-04/29/c_79774.htm
Congo;COG;Africa;Governance and socio-economic measures;State of emergency declared;29/04/2020;Garda;https://www.garda.com/crisis24/news-alerts/337321/congo-state-of-health-emergency-extended-until-may-10-update-3
Congo DR;COD;Africa;Lockdown;Partial lockdown;29/04/2020;Reuters;https://af.reuters.com/article/commoditiesNews/idAFL5N2CG591
Gabon;GAB;Africa;Social distancing;Public services closure ;29/04/2020;Gabon Media Time;https://www.gabonmediatime.com/covid-19-le-temps-de-travail-a-la-fonction-publique-fixe-de-7-h-30-a-14-h/
India;IND;Asia;Public health measures;Strengthening the public health system;29/04/2020;Press Information Bureau, Government of India ;https://pib.gov.in/PressReleseDetail.aspx?PRID=1607242
India;IND;Asia;Public health measures;Awareness campaigns;29/04/2020;Press Information Bureau, Government of India ;https://pib.gov.in/PressReleseDetail.aspx?PRID=1619174
Mauritius;MUS;Africa;Public health measures;Awareness campaigns;29/04/2020;Coronavirus Moris (Ministère de la Santé);https://www.facebook.com/coronavirusmoris/posts/133827241590270
Mauritius;MUS;Africa;Public health measures;Strengthening the public health system;29/04/2020;Coronavirus Moris (Ministère de la Santé);https://www.facebook.com/coronavirusmoris/posts/106615050978156
Netherlands;NLD;Europe;Social distancing;Limit public gatherings;29/04/2020;NL Government;https://www.government.nl/topics/coronavirus-covid-19/news/2020/04/21/measures-to-stop-the-spread-of-coronavirus-extended
Netherlands;NLD;Europe;Social distancing;Limit public gatherings;29/04/2020;NL Government;https://www.government.nl/topics/coronavirus-covid-19/news/2020/04/21/measures-to-stop-the-spread-of-coronavirus-extended
Netherlands;NLD;Europe;Social distancing;Limit public gatherings;29/04/2020;NL Government;https://www.government.nl/topics/coronavirus-covid-19/news/2020/04/21/measures-to-stop-the-spread-of-coronavirus-extended
Netherlands;NLD;Europe;Social distancing;Limit public gatherings;29/04/2020;NL Government;https://www.government.nl/topics/coronavirus-covid-19/news/2020/04/21/measures-to-stop-the-spread-of-coronavirus-extended
Philippines;PHL;Asia;Public health measures;Isolation and quarantine policies;29/04/2020;PNA;https://www.pna.gov.ph/articles/1101420
Tonga;TON;Pacific;Governance and socio-economic measures;Economic measures;29/04/2020;Matangi Tonga;https://matangitonga.to/2020/04/29/calls-govt-ease-restrictions-and-help-struggling-businesses
United States of America;USA;Americas;Movement restrictions;Surveillance and monitoring;29/04/2020;Center for Medicare and Medicaid;https://www.cms.gov/newsroom/press-releases/trump-administration-announces-new-nursing-homes-covid-19-transparency-effort
Vanuatu;VUT;Pacific;Public health measures;Other public health measures enforced;29/04/2020;RNZ;https://www.rnz.co.nz/international/pacific-news/415313/cargo-restrictions-hamper-vanuatu-cyclone-recovery
Australia;AUS;Pacific;Movement restrictions;Visa restrictions;30/04/2020;Aust Immigration;https://minister.homeaffairs.gov.au/davidcoleman/Pages/Coronavirus-and-Temporary-Visa-holders.aspx
Chile;CHL;Americas;Movement restrictions;Domestic travel restrictions;30/04/2020;La Tercera;https://www.latercera.com/nacional/noticia/gobierno-decreta-nuevo-cordon-sanitario-para-el-gran-santiago-y-gran-concepcion-por-el-fin-de-semana-largo/WIBMFUW5QRCZRHL7UVH5GOAYB4/
Chile;CHL;Americas;Lockdown;Partial lockdown;30/04/2020;MoH — Chile;https://www.minsal.cl/minsal-anuncia-cinco-nuevas-comunas-que-entraran-en-cuarentena-este-jueves/
Cyprus;CYP;Europe;Movement restrictions;International flights suspension;30/04/2020;MoH;https://www.pio.gov.cy/coronavirus/en/press/24042020_4.pdf
Dominican Republic;DOM;Americas;Governance and socio-economic measures;State of emergency declared;30/04/2020;Foreign Ministry;https://www.gov.uk/foreign-travel-advice/dominican-republic/coronavirus
Mexico;MEX;Americas;Lockdown;Partial lockdown;30/04/2020;US Embassy;https://mx.usembassy.gov/covid-19-information/
Switzerland;CHE;Europe;Governance and socio-economic measures;Military deployment;30/04/2020;Government of Basel Land;https://www.baselland.ch/politik-und-behorden/direktionen/bau-und-umweltschutzdirektion/medienmitteilungen/schrittweise-zurueck-in-die-normalitaet-basel-landschaft-passt-seine-strategie-an-3
Thailand;THA;Asia;Movement restrictions;Domestic travel restrictions;30/04/2020;US Embassy ;https://th.usembassy.gov/covid-19-information/
Austria;AUT;Europe;Social distancing;Public services closure ;01/05/2020;Government;https://www.oesterreich.gv.at/public.html
Austria;AUT;Europe;Social distancing;Limit public gatherings;01/05/2020;Vienna government;https://coronavirus.wien.gv.at/site/schlosspark-laxenburg-ab-1-mai-wieder-offen/
Austria;AUT;Europe;Public health measures;Other public health measures enforced;01/05/2020;Burgenland government;https://www.burgenland.at/service/medienservice/aktuelle-meldungen/detail/news/altenwohn-und-pflegeheime-besuche-mit-1-mai-wieder-moeglich/
Botswana;BWA;Africa;Lockdown;Partial lockdown;01/05/2020;Botswana Government ;https://twitter.com/BWGovernment/status/1255085600765431809
Brazil;BRA;Americas;Public health measures;Psychological assistance and medical social work;01/05/2020;MoH;https://www.saude.gov.br/noticias/agencia-saude/46767-ministerio-da-saude-garante-suporte-psicologico-a-profissionais-do-sus
Costa Rica;CRI;Americas;Social distancing;Limit public gatherings;01/05/2020;MoH — Costa Rica;https://www.ministeriodesalud.go.cr/index.php/centro-de-prensa/noticias/741-noticias-2020/1636-gobierno-anuncia-nuevas-medidas-para-el-funcionamiento-del-pais
Costa Rica;CRI;Americas;Movement restrictions;Domestic travel restrictions;01/05/2020;MoH — Costa Rica;https://www.ministeriodesalud.go.cr/index.php/centro-de-prensa/noticias/741-noticias-2020/1636-gobierno-anuncia-nuevas-medidas-para-el-funcionamiento-del-pais
New Zealand;NZL;Pacific;Governance and socio-economic measures;Economic measures;01/05/2020;NZ Govt;https://covid19.govt.nz/latest-updates/leave-support-for-workers-extended/
Norway;NOR;Europe;Public health measures;Testing policy;01/05/2020;Norway Today;https://norwaytoday.info/news/during-may-anyone-with-corona-symptoms-should-be-tested/
Philippines;PHL;Asia;Social distancing;Public services closure ;01/05/2020;PNA;https://www.pna.gov.ph/articles/1101045
Philippines;PHL;Asia;Social distancing;Public services closure ;01/05/2020;PNA;https://www.pna.gov.ph/articles/1101183
Philippines;PHL;Asia;Social distancing;Public services closure ;01/05/2020;PNA;https://www.pna.gov.ph/articles/1101293
Philippines;PHL;Asia;Social distancing;Public services closure ;01/05/2020;PNA;https://www.pna.gov.ph/articles/1101294
Philippines;PHL;Asia;Social distancing;Public services closure ;01/05/2020;PNA;https://www.pna.gov.ph/articles/1101295
Philippines;PHL;Asia;Movement restrictions;Domestic travel restrictions;01/05/2020;PNA;https://www.pna.gov.ph/articles/1101245
Philippines;PHL;Asia;Lockdown;Partial lockdown;01/05/2020;PNA;https://www.pna.gov.ph/articles/1101328
South Africa;ZAF;Africa;Public health measures;Other public health measures enforced;01/05/2020;BBC;https://www.bbc.com/news/world-africa-52404621
South Africa;ZAF;Africa;Public health measures;General recommendations;01/05/2020;Government of South Africa;https://www.gov.za/speeches/president-cyril-ramaphosa-south-africas-response-coronavirus-covid-19-pandemic-23-apr-2020
South Africa;ZAF;Africa;Lockdown;Full lockdown;01/05/2020;Government of South Africa;https://www.gov.za/speeches/president-cyril-ramaphosa-south-africas-response-coronavirus-covid-19-pandemic-23-apr-2020
South Africa;ZAF;Africa;Social distancing;Public services closure ;01/05/2020;Government of South Africa;https://www.gov.za/speeches/president-cyril-ramaphosa-south-africas-response-coronavirus-covid-19-pandemic-23-apr-2020
South Africa;ZAF;Africa;Movement restrictions;Border closure ;01/05/2020;Government of South Africa;https://www.gov.za/speeches/president-cyril-ramaphosa-south-africas-response-coronavirus-covid-19-pandemic-23-apr-2020
South Africa;ZAF;Africa;Social distancing;Public services closure ;01/05/2020;Government of South Africa;https://www.gov.za/speeches/president-cyril-ramaphosa-south-africas-response-coronavirus-covid-19-pandemic-23-apr-2020
South Africa;ZAF;Africa;Public health measures;Isolation and quarantine policies;01/05/2020;Government of South Africa;https://www.gov.za/speeches/president-cyril-ramaphosa-south-africas-response-coronavirus-covid-19-pandemic-23-apr-2020
Australia;AUS;Pacific;Movement restrictions;Domestic travel restrictions;02/05/2020;ABC News;https://www.abc.net.au/news/2020-04-26/coronavirus-queensland-restrictions-eased-premier-announces/12181838
Belgium;BEL;Europe;Public health measures;Requirement to wear protective gear in public;04/05/2020;Government;https://crisiscentrum.be/nl/news/crisisbeheer/coronavirus-belgie-heeft-zn-exitstrategie-vastgelegd
Belgium;BEL;Europe;Public health measures;General recommendations;04/05/2020;Government;https://crisiscentrum.be/nl/news/crisisbeheer/coronavirus-belgie-heeft-zn-exitstrategie-vastgelegd
Belgium;BEL;Europe;Social distancing;Public services closure ;04/05/2020;Government;https://crisiscentrum.be/nl/news/crisisbeheer/coronavirus-belgie-heeft-zn-exitstrategie-vastgelegd
Belgium;BEL;Europe;Social distancing;Limit public gatherings;04/05/2020;Government;https://crisiscentrum.be/nl/news/crisisbeheer/coronavirus-belgie-heeft-zn-exitstrategie-vastgelegd
Belgium;BEL;Europe;Public health measures;Strengthening the public health system;04/05/2020;Government;https://crisiscentrum.be/nl/news/crisisbeheer/coronavirus-belgie-heeft-zn-exitstrategie-vastgelegd
China, Hong Kong Special Administrative Region;HKG;Asia;Social distancing;Public services closure ;04/05/2020;News.gov;https://www.news.gov.hk/eng/2020/04/20200429/20200429_114534_469.html?type=category&name=covid19&tl=t
Croatia;HRV;Europe;Public health measures;Strengthening the public health system;04/05/2020;Government;https://gospodarstvo.gov.hr/aktualno/mjere-za-pokretanje-gospodarskih-i-drugih-djelatnosti-odvijat-ce-se-u-tri-faze/12674
Croatia;HRV;Europe;Social distancing;Public services closure ;04/05/2020;Government;https://gospodarstvo.gov.hr/aktualno/mjere-za-pokretanje-gospodarskih-i-drugih-djelatnosti-odvijat-ce-se-u-tri-faze/12674
Ecuador;ECU;Americas;Lockdown;Partial lockdown;04/05/2020;Government — Ecuador;https://twitter.com/ComunicacionEc/status/1254611258755690498/photo/1
Germany;DEU;Europe;Social distancing;Schools closure ;04/05/2020;Federal Government;https://www.bundesregierung.de/breg-de/themen/coronavirus/fahrplan-corona-pandemie-1744202
Germany;DEU;Europe;Social distancing;Public services closure ;04/05/2020;Federal Government;https://www.bundesregierung.de/breg-de/themen/coronavirus/fahrplan-corona-pandemie-1744202
Greece;GRC;Europe;Movement restrictions;Domestic travel restrictions;04/05/2020;US Embassy ;https://gr.usembassy.gov/covid-19-information/
Greece;GRC;Europe;Social distancing;Public services closure ;04/05/2020;US Embassy ;https://gr.usembassy.gov/covid-19-information/
Iceland;ISL;Europe;Social distancing;Schools closure ;04/05/2020;Government;https://www.stjornarradid.is/efst-a-baugi/frettir/stok-frett/2020/04/14/Dregid-ur-takmorkunum-a-samkomum-og-skolahaldi-fra-4.-mai/
Iceland;ISL;Europe;Social distancing;Limit public gatherings;04/05/2020;Government;https://www.stjornarradid.is/efst-a-baugi/frettir/stok-frett/2020/04/14/Dregid-ur-takmorkunum-a-samkomum-og-skolahaldi-fra-4.-mai/
Iceland;ISL;Europe;Social distancing;Public services closure ;04/05/2020;Government;https://www.stjornarradid.is/efst-a-baugi/frettir/stok-frett/2020/04/14/Dregid-ur-takmorkunum-a-samkomum-og-skolahaldi-fra-4.-mai/
Iceland;ISL;Europe;Social distancing;Public services closure ;04/05/2020;Government;https://www.stjornarradid.is/efst-a-baugi/frettir/stok-frett/2020/04/14/Dregid-ur-takmorkunum-a-samkomum-og-skolahaldi-fra-4.-mai/
Iceland;ISL;Europe;Social distancing;Limit public gatherings;04/05/2020;Government;https://www.stjornarradid.is/efst-a-baugi/frettir/stok-frett/2020/04/14/Dregid-ur-takmorkunum-a-samkomum-og-skolahaldi-fra-4.-mai/
Iceland;ISL;Europe;Governance and socio-economic measures;Economic measures;04/05/2020;Government;https://www.stjornarradid.is/efst-a-baugi/frettir/stok-frett/2020/04/14/Dregid-ur-takmorkunum-a-samkomum-og-skolahaldi-fra-4.-mai/
Iceland;ISL;Europe;Social distancing;Public services closure ;04/05/2020;Government;https://www.stjornarradid.is/efst-a-baugi/frettir/stok-frett/2020/04/14/Dregid-ur-takmorkunum-a-samkomum-og-skolahaldi-fra-4.-mai/
Iceland;ISL;Europe;Social distancing;Public services closure ;04/05/2020;Government;https://www.stjornarradid.is/efst-a-baugi/frettir/stok-frett/2020/04/14/Dregid-ur-takmorkunum-a-samkomum-og-skolahaldi-fra-4.-mai/
Iceland;ISL;Europe;Public health measures;Strengthening the public health system;04/05/2020;Government;https://www.stjornarradid.is/efst-a-baugi/frettir/stok-frett/2020/04/14/Dregid-ur-takmorkunum-a-samkomum-og-skolahaldi-fra-4.-mai/
Iceland;ISL;Europe;Public health measures;Strengthening the public health system;04/05/2020;Government;https://www.stjornarradid.is/efst-a-baugi/frettir/stok-frett/2020/04/22/Valkvaedar-skurdadgerdir-heimiladar-a-ny-4.-mai/
Iceland;ISL;Europe;Social distancing;Public services closure ;04/05/2020;Government;https://www.stjornarradid.is/efst-a-baugi/frettir/stok-frett/2020/04/21/Skola-fristunda-og-ithrottastarf-barna-og-ungmenna-eftir-4.-mai-/
Iceland;ISL;Europe;Social distancing;Limit public gatherings;04/05/2020;Government;https://www.stjornarradid.is/efst-a-baugi/frettir/stok-frett/2020/04/21/Skola-fristunda-og-ithrottastarf-barna-og-ungmenna-eftir-4.-mai-/
Kenya;KEN;Africa;Social distancing;Schools closure ;04/05/2020;BBC;https://www.bbc.com/news/live/world-africa-47639452/page/2
Luxembourg;LUX;Europe;Social distancing;Schools closure ;04/05/2020;Government;https://gouvernement.lu/de/actualites/toutes_actualites/articles/2020/04-avril/16-meisch-reprise-cours.html
Papua New Guinea;PNG;Pacific;Social distancing;Schools closure ;04/05/2020;RNZ;https://www.rnz.co.nz/international/pacific-news/414833/png-looks-to-ease-restrictions-amid-new-normal
Philippines;PHL;Asia;Social distancing;Schools closure ;04/05/2020;PNA;https://www.pna.gov.ph/articles/1101258
Portugal;PRT;Europe;Social distancing;Limit public gatherings;04/05/2020;Portugal News;https://www.theportugalnews.com/news/beaches-to-open-with-reduced-capacity/53834
Sri Lanka;LKA;Asia;Social distancing;Public services closure ;04/05/2020;Colombo Page;http://www.colombopage.com/archive_20A/Apr25_1587829889CH.php
China, Hong Kong Special Administrative Region;HKG;Asia;Social distancing;Public services closure ;06/05/2020;News.gov;https://www.news.gov.hk/eng/2020/04/20200428/20200428_203551_258.html?type=category&name=covid19&tl=t
Namibia;NAM;Africa;Social distancing;Limit public gatherings;06/05/2020;Director General of Public Health;https://twitter.com/NamPresidency/status/1250105620713349127/photo/1
Australia;AUS;Pacific;Social distancing;Schools closure ;11/05/2020;ABC News;https://www.abc.net.au/news/2020-04-26/opposition-wants-schools-reopened-with-coronavirus-precautions/12185902
Belgium;BEL;Europe;Social distancing;Public services closure ;11/05/2020;Government;https://crisiscentrum.be/nl/news/crisisbeheer/coronavirus-belgie-heeft-zn-exitstrategie-vastgelegd
China, Hong Kong Special Administrative Region;HKG;Asia;Social distancing;Public services closure ;11/05/2020;News.gov;https://www.news.gov.hk/eng/2020/04/20200428/20200428_203551_258.html?type=category&name=covid19&tl=t
Czech Republic;CZE;Europe;Social distancing;Public services closure ;11/05/2020;Government;https://www.vlada.cz/en/media-centrum/aktualne/government-discusses-proposal-for-gradually-easing-exceptional-measures-181015/
Czech Republic;CZE;Europe;Social distancing;Public services closure ;11/05/2020;Government;https://www.vlada.cz/en/media-centrum/aktualne/government-discusses-proposal-for-gradually-easing-exceptional-measures-181015/
Czech Republic;CZE;Europe;Social distancing;Schools closure ;11/05/2020;Government;https://www.vlada.cz/en/media-centrum/aktualne/government-discusses-proposal-for-gradually-easing-exceptional-measures-181015/
Czech Republic;CZE;Europe;Social distancing;Public services closure ;11/05/2020;Ministry of Health;https://koronavirus.mzcr.cz/uvolnovani-opatreni/
